title,mp3_url,pdf_url
401. Суржик,https://russianpodcast.eu/wa_files/401_Surzhik_Preview.mp3,
402. Демократия в Афинах,https://russianpodcast.eu/wa_files/402_Demokratia_v_Afinah.mp3,
403. Дневник на иностранном языке,https://russianpodcast.eu/wa_files/403_Dnevnik_Preview.mp3,
404. Плюсы зрелого возраста,https://russianpodcast.eu/wa_files/404_Plusy_zrelogo_vozrasta_Preview.mp3,
405. Что внутри чёрной дыры?,https://russianpodcast.eu/wa_files/405_Chernye_dyry.mp3,
"406. Парень, подруга, супруга",https://russianpodcast.eu/wa_files/406_Devushka_paren_Preview,
407. Необычный опыт работы,https://russianpodcast.eu/wa_files/407_Neobychnyj_opyt_raboty_Preview.mp3,
408. Как Бобби Гибб пробежала марафон,https://russianpodcast.eu/wa_files/408_Kak_Bobbi_Gibb_probejala_marafon.mp3,
409. Подкаст-винегрет,https://russianpodcast.eu/wa_files/409_Podcast_vinegret_Preview.mp3,
410. Загадочный Григорий Перельман,https://russianpodcast.eu/wa_files/410_Zagadochnij_Grigori_Perelman_Preview.mp3,
411. Факты о белом медведе,https://russianpodcast.eu/wa_files/411_Fakty_o_belom_medvede.mp3,
412. Весёлые глаголы,https://russianpodcast.eu/wa_files/412_Vesyolye_glagoly_Preview.mp3,
413. Как поднять себе настроение зимой,https://russianpodcast.eu/wa_files/413_Kak_podniat_nastroyenie_zimoy_Preview.mp3,
414. Тот же самый,https://russianpodcast.eu/wa_files/414_Tot_je_samyj.mp3,
415. Как я стала донором яйцеклеток,https://russianpodcast.eu/wa_files/415_Donorstvo_yajzekletok_Preview.mp3,
416. Подарки – это ещё актуально,https://russianpodcast.eu/wa_files/416_Podarky_Preview.mp3,
417. Квадробика,https://russianpodcast.eu/wa_files/417_Quadrobery.mp3,
"418. Нарды – больше, чем игра",https://russianpodcast.eu/wa_files/418_Nardy_Preview.mp3,
419. Встреча Мастера и Маргариты,https://russianpodcast.eu/wa_files/419_Master_i_Margarita_Vstrecha_Preview.mp3,
420. Гипноз на сцене,https://russianpodcast.eu/wa_files/420_Spektakl_gypnoza.mp3,
421. Балтийский путь,https://russianpodcast.eu/wa_files/421_Baltijskij_put_Preview.mp3,
422. Родственные связи,https://russianpodcast.eu/wa_files/422_Rodstvennye sviazi_Preview.mp3,
423. Шибболет – речевой пароль,https://russianpodcast.eu/wa_files/423_Shibbolet.mp3,
424. Императрица и английский доктор,https://russianpodcast.eu/wa_files/424_Imperatrica_i_anglijskij_doctor.mp3,
425. Кто такие “гопники”?,https://russianpodcast.eu/wa_files/425_Gopniks_Preview.mp3,
426. Подкаст-прогулка,https://russianpodcast.eu/wa_files/426_Podkast_Progulka.mp3,
427. Языковой гедонизм,,
428. Потёмкинская деревня,https://russianpodcast.eu/wa_files/428_Potemkinskaya_derevnia_Preview.mp3,
429. Васюганские болота,https://russianpodcast.eu/wa_files/429_Vasuganskie_bolota.mp3,
430. Жизнь и воротник,https://russianpodcast.eu/wa_files/430_Zhizn_i_vorotnik_Preview.mp3,
431. Библиотека будущего,https://russianpodcast.eu/wa_files/431_Biblioteka_buduchego_Preview.mp3,
432. Советы Макиавелли,https://russianpodcast.eu/wa_files/432_Sovety_Makiavelli.mp3,
433. Собаки в космосе,https://russianpodcast.eu/wa_files/433_Sobaki_v_kosmose_Preview.mp3,
434. Подкаст-винегрет,https://russianpodcast.eu/wa_files/434_Podcast_Vinegret_Preview.mp3,
435. Путешествия: за и против,https://russianpodcast.eu/wa_files/435_Puteshestvia_za_i_protiv.mp3,
436. Тунгусский метеорит,https://russianpodcast.eu/wa_files/436_Tunguska_Preview.mp3,
437. Может ли ИИ заменить учителя?,https://russianpodcast.eu/wa_files/437_Mojet_li_AI_zamenit_uchitelia_Preview.mp3,
438. Семь чудес света Древнего Мира,https://russianpodcast.eu/wa_files/438_Sem_chudes_sveta.mp3,
439. О пользе чтения,https://russianpodcast.eu/wa_files/439_Polza_chtenia_Preview.mp3,
"440. “Собачье сердце”, Булгаков",https://russianpodcast.eu/wa_files/440_Sobachie_serdce_Preview.mp3,
441. Гадания,https://russianpodcast.eu/wa_files/441_Gadania.mp3,
442. Шесть столиц России,https://russianpodcast.eu/wa_files/442_Shest_stolic-Rossii_Preview.mp3,
443. Шахматные выражения,https://russianpodcast.eu/wa_files/443_Shahmaty_vyrazhenia_Preview.mp3,
"444. Яна Бакунина, Хороший Русский 1",https://russianpodcast.eu/wa_files/444_Jana_Bakunina_Interview_1.mp3,
"445. Яна Бакунина, Хороший Русский 2",https://russianpodcast.eu/wa_files/445_Jana_Bakunina_Interview_2.mp3,
446. Душевное равновесие и новости,https://russianpodcast.eu/wa_files/446_Dushevnoye_ravnovesie_preview.mp3,
447. Волшебное княжество Монако,https://russianpodcast.eu/wa_files/447_Monaco_Preview.mp3,
448. Кто такие стахановцы,https://russianpodcast.eu/wa_files/448_Stakhanovcy.mp3,
449. Моя президентская программа,https://russianpodcast.eu/wa_files/449_Prezidentskaya_programma_Preview.mp3,
450. Дети Путина,https://russianpodcast.eu/wa_files/450_Deti_Putina_Preview.mp3,
451. Марина Цветаева...,https://russianpodcast.eu/wa_files/451_Marina_Tsvetayeva_Poem.mp3,
452. Принимать - нюансы,https://russianpodcast.eu/wa_files/452_Prinimat_Preview.mp3,
453. Первая помощь,https://russianpodcast.eu/wa_files/453_Pervaya_Pomoch_Preview.mp3,
454. ИИ в работе учителя,https://russianpodcast.eu/wa_files/454_II_v_rabote_uchitelya.mp3,
Война в Украине. Шок. Так нельзя,https://russianpodcast.eu/wa_files/20220301_Voyna_v_Ukraine.mp3,
Россия – страна изгой?,https://russianpodcast.eu/wa_files/20220310_Rossia_strana_izgoy_Preview.mp3,
Почему россияне мало протестуют?,https://russianpodcast.eu/wa_files/20220410_Pochemu_rossiyane_malo_protestuyut.mp3,
